수강신청	NNG
아주대	NNG
아주대학교	NNG
카리스마	NNG
수강정정	NNG
다산관	NNG
율곡관(본관)	NNG
연암관	NNG
성호관	NNG
구학생회관	NNG
신학생회관	NNG
중앙도서관	NNG
노천극장	NNG
텔레토비동산	NNG
텔동	NNG
원천관	NNG
선구자상	NNG
원천정보관	NNG
해동관	NNG
서관	NNG
화공실험동	NNG
동관	NNG
팔달관	NNG
토목실험동	NNG
종합설계동	NNG
대형지반연구실험동	NNG
에너지센터	NNG
학군단	NNG
산학협력원	NNG
웰빙센터	NNG
송재관	NNG
홍재관	NNG
의생명과학관	NNG
약학관	NNG
남제관	NNG
용지관	NNG
화홍관	NNG
광교관	NNG
국제학사	NNG
일신관	NNG
기숙사 식당	NNG
아주BB	NNG
BB	NNG
강노	NNG
강의노트	NNG
실강	NNG
녹강	NNG
ㄱㅅㅂ	NNG
학생증	NNG
학과요람	NNG
